Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product	Genes in same transcription unit	Accession-1
SGL_RS18785	SGL_RS18785	1384824	1385508	IS5 family transposase	SGL_RS18785	SGL_RS18785
ST6803t19	ST6803t19	1823366	1823439	tRNA-Arg	ST6803t19	ST6803t19
slr1441	slr1441	1076065	1076454	hypothetical protein	slr1441	slr1441
sll0740	sll0740	3132577	3133284	Uma2 family endonuclease	sll0737 // modA // modB // sll0740	sll0737 // sll0738 // sll0739 // sll0740
fabF	sll1069	820102	821352	beta-ketoacyl-ACP synthase II	fabF	sll1069
sll0687	sll0687	2634660	2635217	sigma-70 family RNA polymerase sigma factor	sll0686 // sll0687 // sll0688	sll0686 // sll0687 // sll0688
slr0067	slr0067	2596787	2597848	Mrp/NBP35 family ATP-binding protein	slr0067	slr0067
mutL	slr1199	880147	881838	DNA mismatch repair endonuclease MutL	mutL	slr1199
ssr5106	ssr5106	99216	99449	hypothetical protein	ssr5106 // slr5105	ssr5106 // slr5105
ssr6024	ssr6024	24263	24442	hypothetical protein	ssr6024	ssr6024
mgsA	sll0036	3159350	3160651	methylglyoxal synthase	mgsA	sll0036
sll1564	sll1564	1959436	1961079	citramalate synthase	sll1564	sll1564
slr1213	slr1213	899937	900662	response regulator transcription factor	slr1213	slr1213
slr1259	slr1259	1404085	1404783	MBL fold metallo-hydrolase	slr1259	slr1259
sll0084	sll0084	2879286	2879873	HAD family hydrolase	sll0084 // sll0085	sll0084 // sll0085
ssr1258	ssr1258	3428962	3429171	type II toxin-antitoxin system HicB family antitoxin	SGL_RS17730 // ssr1258 // slr0755	SGL_RS17730 // ssr1258 // slr0755
slr1966	slr1966	1770690	1771421	glycoside hydrolase family protein	slr1966	slr1966
cysW	slr1454	3300563	3301393	sulfate ABC transporter permease subunit CysW	cysW // cysT // ssr2439 // slr1452	slr1454 // slr1453 // ssr2439 // slr1452
sll5014	sll5014	20523	21479	hypothetical protein	ssl5015 // sll5014	ssl5015 // sll5014
SGL_RS18885	SGL_RS18885	1763001	1763394	IS701 family transposase	SGL_RS18885	SGL_RS18885
ddl	slr1874	1224777	1225841	D-alanine--D-alanine ligase	ddl	slr1874
sll1726	sll1726	946522	947511	phosphotransferase	sll1725 // sll1726	sll1725 // sll1726
tnpB	slr2062	1420940	1422142	IS200/IS605 family element transposase accessory protein TnpB	tnpB	slr2062
sll0777	sll0777	3081264	3082181	D-alanyl-D-alanine carboxypeptidase family protein	sll0776 // sll0777	sll0776 // sll0777
slr1742	slr1742	1330110	1330880	type 1 glutamine amidotransferase	slr1742	slr1742
slr1319	slr1319	16740	17687	iron-siderophore ABC transporter substrate-binding protein	slr1319 // slr1318	slr1319 // slr1318
ssr2843	ssr2843	721429	721692	TIGR02450 family Trp-rich protein	slr1702 // ssr2843	slr1702 // ssr2843
SGL_RS18405	SGL_RS18405	282510	282821	hypothetical protein	SGL_RS18405	SGL_RS18405
sll0042	sll0042	3148438	3148929	chemotaxis protein	sll0042 // sll0043 // sll0044	sll0042 // sll0043 // sll0044
ndhH	slr0261	1509990	1511174	NAD(P)H-quinone oxidoreductase subunit H	ndhH	slr0261
SGL_RS01360	SGL_RS01360	42903	43241	hypothetical protein	SGL_RS01360 // sll8048	SGL_RS01360 // sll8048
slr1166	slr1166	1932354	1933418	glycosyltransferase	slr1166	slr1166
slr0521	slr0521	2933159	2934172	EamA family transporter	slr0521	slr0521
slr1332	slr1332	1670650	1671864	beta-ketoacyl-ACP synthase	slr1332 // slr1331	slr1332 // slr1331
sll1239	sll1239	1649907	1650443	hypothetical protein	sll1239 // sll1240 // sll1241	sll1239 // sll1240 // sll1241
sll5062	sll5062	65331	65786	hypothetical protein	sll5062	sll5062
sll0280	sll0280	3030725	3031828	hypothetical protein	sll0280	sll0280
SGL_RS19380	SGL_RS19380	31641	31790	hypothetical protein	SGL_RS19380	SGL_RS19380
slr0923	slr0923	2798072	2798410	30S ribosomal protein PSRP-3	slr0923	slr0923
slr0739	slr0739	128802	129710	polyprenyl synthetase family protein	slr0739	slr0739
psbA	slr1181	3523717	3524799	photosystem II q(b) protein	psbA	slr1181
rimM	slr0808	1689313	1689870	ribosome maturation factor RimM	rimM	slr0808
sll1161	sll1161	1380883	1381890	2Fe-2S iron-sulfur cluster binding domain-containing protein	sll1161	sll1161
sll0659	sll0659	3119608	3121176	hypothetical protein	mraY // ssl1255 // sll0658 // sll0659	sll0657 // ssl1255 // sll0658 // sll0659
sll1961	sll1961	1408483	1409649	GntR family transcriptional regulator	sll1961	sll1961
slr1506	slr1506	1590496	1592364	alpha/beta hydrolase	slr1506	slr1506
fumC	slr0018	2488028	2489428	class II fumarate hydratase	fumC	slr0018
sll1629	sll1629	1313278	1314747	DASH family cryptochrome	sll1629 // sll1630 // sll1631	sll1629 // sll1630 // sll1631
proA2	sll0461	2606095	2607357	gamma-glutamyl-phosphate reductase	proA2 // SGL_RS14020	sll0461 // SGL_RS14020
slr0249	slr0249	153622	153996	DUF1818 family protein	slr0249 // rnpB	slr0249 // rnpB
slr0042	slr0042	3171428	3173158	iron uptake porin	slr0042	slr0042
sir	slr0963	321699	323606	sulfite reductase, ferredoxin dependent	sir	slr0963
ssl3291	ssl3291	1277108	1277392	DUF427 domain-containing protein	ssl3291	ssl3291
hoxU	sll1223	1674944	1675660	NAD-reducing hydrogenase HoxS &gamma; subunit	hoxE // hoxF // sll1222 // hoxU	sll1220 // sll1221 // sll1222 // sll1223
queE	sll2011	1256125	1256751	7-carboxy-7-deazaguanine synthase QueE	queE	sll2011
slr2008	slr2008	749150	749500	cation:proton antiporter subunit C	slr2008	slr2008
sll0267	sll0267	2111141	2115877	EAL domain-containing protein	sll0267 // sll0268	sll0267 // sll0268
sll0412	sll0412	2545122	2546381	DUF445 domain-containing protein	sll0412	sll0412
slr0195	slr0195	2726089	2726640	TolB family protein	slr0197 // slr0196 // slr0195	slr0197 // slr0196 // slr0195
sll0623	sll0623	3345027	3345815	hypothetical protein	sll0623	sll0623
slr1541	slr1541	978941	979573	DUF3782 domain-containing protein	slr1541	slr1541
sll1979	sll1979	1559722	1560150	hypothetical protein	sll1979	sll1979
sll1771	sll1771	1219654	1220418	serine/threonine-protein phosphatase	sll1771 // mutS2	sll1771 // sll1772
sll1908	sll1908	1432976	1434556	phosphoglycerate dehydrogenase	sll1908	sll1908
sll1598	sll1598	1482261	1483253	metal ABC transporter substrate-binding protein	sll1598	sll1598
slr1950	slr1950	2254112	2256454	cation-translocating P-type ATPase	slr1950	slr1950
ssl1807	ssl1807	2264491	2264781	hypothetical protein	ssl1807	ssl1807
slr0602	slr0602	3560755	3561144	hypothetical protein	slr0602	slr0602
sll1631	sll1631	1312309	1312803	nucleoside deaminase	sll1629 // sll1630 // sll1631	sll1629 // sll1630 // sll1631
sll0426	sll0426	2088130	2088492	hypothetical protein	sll0426	sll0426
sll0814	sll0814	1695886	1696797	carotenoid biosynthesis protein	sll0814	sll0814
slr1203	slr1203	885641	886078	DUF29 domain-containing protein	slr1203	slr1203
sll1614	sll1614	1457213	1459930	cation-transporting P-type ATPase	sll1614	sll1614
prfC	slr1228	1033902	1035545	peptide chain release factor 3	prfC	slr1228
slr1127	slr1127	90620	91411	hypothetical protein	slr1127	slr1127
rpsF	sll1767	1227591	1227932	30S ribosomal protein S6	rpsF	sll1767
slr0509	slr0509	2918957	2919574	DedA family protein	slr0509	slr0509
slr1120	slr1120	74995	75804	prepilin peptidase	slr1120	slr1120
SGL_RS19225	SGL_RS19225	1740388	1740774	Uma2 family endonuclease	SGL_RS19225 // SGL_RS19220	SGL_RS19225 // SGL_RS19220
sll0096	sll0096	2987263	2988609	NAD(P)H-binding protein	sll0096	sll0096
sll0408	sll0408	2548133	2549341	peptidyl-prolyl cis-trans isomerase	sll0408	sll0408
slr7059	slr7059	48790	49434	MerR family transcriptional regulator	slr7060 // slr7059	slr7060 // slr7059
sll0044	sll0044	3143696	3144181	CheW domain-containing protein	sll0042 // sll0043 // sll0044	sll0042 // sll0043 // sll0044
slr0825	slr0825	2829098	2831011	S9 family peptidase	slr0825 // slr0583	slr0825 // slr0583
slr0769	slr0769	2393493	2394107	L,D-transpeptidase	slr0769	slr0769
sll1119	sll1119	873465	874550	phosphotransferase enzyme family protein	sll1119	sll1119
slr2098	slr2098	1563115	1566900	response regulator	slr2098	slr2098
sll0802	sll0802	1718820	1719263	DUF29 domain-containing protein	sll0802 // sll0803 // sll0804	sll0802 // sll0803 // sll0804
ziaR	sll0792	3060807	3061205	Zn(II)-sensing metalloregulatory transcriptional repressor ZiaR	ziaR // sll0793	sll0792 // sll0793
sll0790	sll0790	3063549	3064925	GHKL domain-containing protein	sll0788 // sll0789 // sll0790	sll0788 // sll0789 // sll0790
slr0311	slr0311	3032496	3034775	PAS domain S-box protein	slr0312 // slr0311	slr0312 // slr0311
slr1396	slr1396	707437	708054	hypothetical protein	slr1396	slr1396
slr1763	slr1763	540863	542065	class I SAM-dependent methyltransferase	slr1763	slr1763
pilM	slr1274	1865658	1866761	type IV pilus assembly protein PilM	pilM	slr1274
slr1535	slr1535	972485	973954	hypothetical protein	slr1535	slr1535
slr7041	slr7041	36839	37201	growth inhibitor PemK	slr7041 // ssr7040	slr7041 // ssr7040
sll1666	sll1666	265414	265938	J domain-containing protein	sll1666	sll1666
truA	sll1820	827868	828695	tRNA pseudouridine(38-40) synthase TruA	rplQ // truA	sll1819 // sll1820
slr0439	slr0439	2556814	2558319	WD40 repeat domain-containing protein	slr0439	slr0439
slr2117	slr2117	1630460	1631005	DUF115 domain-containing protein	slr2119 // slr2118 // SGL_RS09525 // slr2117 // slr2116 // slr2115 // slr2114 // SGL_RS18860	slr2119 // slr2118 // SGL_RS09525 // slr2117 // slr2116 // slr2115 // slr2114 // SGL_RS18860
sll1383	sll1383	1830628	1831491	inositol monophosphatase	sll1383	sll1383
SGL_RS19395	SGL_RS19395	38411	38557	hypothetical protein	SGL_RS19395	SGL_RS19395
slr1385	slr1385	681707	682675	GAF domain-containing protein	slr1385	slr1385
sll5130	sll5130	116886	117293	HNH endonuclease	sll5130	sll5130
murC	slr1423	3279390	3280907	UDP-N-acetylmuramate--L-alanine ligase	slr1425 // murB // murC	slr1425 // slr1424 // slr1423
slr1513	slr1513	1601869	1602201	Membrane-associated protein slr1513	slr1513	slr1513
SGL_RS18740	SGL_RS18740	969475	969561	GIY-YIG nuclease family protein	SGL_RS18740	SGL_RS18740
hypF	sll0322	2432459	2434762	carbamoyltransferase HypF	hypF	sll0322
sll1314	sll1314	1169078	1170187	TRAP transporter substrate-binding protein	sll1314	sll1314
sll0066	sll0066	2574297	2575244	hypothetical protein	sll0066	sll0066
slr0588	slr0588	3538411	3538803	hypothetical protein	slr0589 // slr0588	slr0589 // slr0588
sll1736	sll1736	934324	934707	hypothetical protein	sll1736	sll1736
sll0064	sll0064	2579308	2580135	amino acid ABC transporter substrate-binding protein	sll0064	sll0064
SGL_RS19300	SGL_RS19300	68904	69185	hypothetical protein	sll5069 // SGL_RS18490 // SGL_RS19300	sll5069 // SGL_RS18490 // SGL_RS19300
sll0485	sll0485	2909975	2910874	response regulator	sll0485	sll0485
sll1304	sll1304	1187219	1188082	sugar phosphate isomerase/epimerase	sll1785 // sll1304 // sll1305 // sll1306	sll1785 // sll1304 // sll1305 // sll1306
sll0922	sll0922	348384	348734	hypothetical protein	sll0922	sll0922
slr0658	slr0658	3335247	3336242	toll/interleukin-1 receptor domain-containing protein	slr0658	slr0658
rpsL	sll1096	1919436	1919816	30S ribosomal protein S12	rpsL	sll1096
slr1163	slr1163	1926030	1927700	porin	slr1163	slr1163
ssrS	SGL_RS18420	1886880	1887065	6S RNA	ssrS	SGL_RS18420
tal	slr1793	260463	261638	transaldolase	tal	slr1793
sll5060	sll5060	61202	64831	response regulator	sll5061 // sll5060 // sll5059	sll5061 // sll5060 // sll5059
sll0225	sll0225	150594	152132	hypothetical protein	sll0224 // sll0225	sll0224 // sll0225
slr0637	slr0637	2659080	2659865	hypothetical protein	glyQ // slr0637	slr0638 // slr0637
slr1182	slr1182	3524938	3525450	isoprenylcysteine carboxylmethyltransferase family protein	slr1184 // slr1183 // slr1182	slr1184 // slr1183 // slr1182
ssr1528	ssr1528	2775324	2775608	DUF4090 family protein	ssr1528	ssr1528
slr5124	slr5124	112352	113182	Rpn family recombination-promoting nuclease/putative transposase	slr5124	slr5124
gatC	slr0033	3157734	3158048	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatC	gatC	slr0033
rpmH	SGL_RS18890	1826764	1826901	50S ribosomal protein L34	rnpA // rpmH	slr1469 // rpmH
cobA	sll0166	2318011	2319627	uroporphyrinogen-III C-methyltransferase	sll0163 // cobA // sll0167	sll0163 // sll0166 // sll0167
slr6034	slr6034	32129	32545	cytidine deaminase	slr6034	slr6034
slr1103	slr1103	200405	202525	EAL domain-containing protein	slr1104 // slr1103	slr1104 // slr1103
ssl7048	ssl7048	41419	41640	AbrB/MazE/SpoVT family DNA-binding domain-containing protein	ssl7048	ssl7048
slr1523	slr1523	1615839	1616528	IS3 family transposase	slr1523	slr1523
pdhA	slr1934	2230487	2231515	pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha	pdhA	slr1934
sll1888	sll1888	1782057	1783355	GAF domain-containing protein	sll1888	sll1888
sll0023	sll0023	2462212	2463555	glutathionylspermidine synthase family protein	sll0022 // sll0023 // sll0024	sll0022 // sll0023 // sll0024
ssl2559	ssl2559	684143	684439	(2Fe-2S)-binding protein	ssl2559 // sll1297	ssl2559 // sll1297
metH	slr0212	2751026	2754613	methionine synthase	ssr0336 // SGL_RS14715 // metH	ssr0336 // SGL_RS14715 // slr0212
sll1496	sll1496	3363266	3365797	NTP transferase domain-containing protein	sll1496	sll1496
slr6044	slr6044	42326	42805	hypothetical protein	slr6044 // slr6043	slr6044 // slr6043
SGL_RS19485	SGL_RS19485	2954344	2954502	hypothetical protein	SGL_RS19485	SGL_RS19485
recJ	sll1354	1082437	1084716	single-stranded-DNA-specific exonuclease RecJ	sll1352 // sll1353 // recJ	sll1352 // sll1353 // sll1354
typA	slr1105	204604	206397	translational GTPase TypA	typA	slr1105
sll0998	sll0998	630555	631592	LysR family transcriptional regulator	sll0998	sll0998
SGL_RS17320	SGL_RS17320	3341880	3342128	hypothetical protein	sll0624 // SGL_RS17320 // sll0625	sll0624 // SGL_RS17320 // sll0625
slr0852	slr0852	1338727	1339155	hypothetical protein	rimI // slr0852	slr0853 // slr0852
ndhO	ssl1690	2796438	2796656	NAD(P)H-quinone oxidoreductase subunit O	ndhO // mdh	ssl1690 // sll0891
slr0534	slr0534	3194101	3196542	transglycosylase SLT domain-containing protein	slr0534	slr0534
SGL_RS12685	SGL_RS12685	2302457	2302639	hypothetical protein	SGL_RS12685	SGL_RS12685
ribD	slr0066	2594055	2595161	bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD	ribD	slr0066
hypA	slr1675	1955221	1955562	hydrogenase maturation nickel metallochaperone HypA	hypA	slr1675
slr0606	slr0606	3568022	3568975	glycosyltransferase family 9 protein	slr0606	slr0606
slr1588	slr1588	3408051	3409316	EAL domain-containing protein	stpA // slr1588	slr0746 // slr1588
hslO	sll1988	1543757	1544665	Hsp33 family molecular chaperone HslO	hslO	sll1988
leuC	sll1470	3406416	3407822	3-isopropylmalate dehydratase large subunit	leuC	sll1470
slr1544	slr1544	983229	983540	hypothetical protein	slr1544	slr1544
slr1770	slr1770	549994	550329	hypothetical protein	slr1770	slr1770
sll1132	sll1132	1044915	1046366	hypothetical protein	sll1131 // sll1132	sll1131 // sll1132
sll1699	sll1699	1286868	1288763	ABC transporter substrate-binding protein	sll1698 // sll1699	sll1698 // sll1699
sll1708	sll1708	1277442	1278074	response regulator transcription factor	sll1708	sll1708
sll0149	sll0149	2184030	2185784	hypothetical protein	sll0149	sll0149
sll1956	sll1956	1418995	1419573	Uma2 family endonuclease	sll1956	sll1956
ssl1263	ssl1263	3116440	3116682	DUF2997 domain-containing protein	ssl1263	ssl1263
aroH	sll0109	2966154	2966537	chorismate mutase	aroH	sll0109
sll1429	sll1429	1579624	1580538	restriction endonuclease	sll1429	sll1429
cpcA	sll1578	726349	726837	phycocyanin subunit alpha	sll1577 // cpcA	sll1577 // sll1578
thiC	slr0118	2999181	3000560	phosphomethylpyrimidine synthase	thiC	slr0118
sll1873	sll1873	1806871	1807236	hypothetical protein	sll1873	sll1873
ssl7039	ssl7039	36189	36479	type II toxin-antitoxin system RelE/ParE family toxin	ssl7039 // ssl7038	ssl7039 // ssl7038
sll1969	sll1969	908353	908961	triacylglycerol lipase	sll1968 // sll1969	sll1968 // sll1969
rpmJ	SGL_RS18715	831101	831217	50S ribosomal protein L36	rpmJ	SGL_RS18715
sll1388	sll1388	1822666	1823130	universal stress protein	sll1388	sll1388
metG	slr0649	2678140	2679738	methionine--tRNA ligase	metG	slr0649
slr1843	slr1843	961201	962730	glucose-6-phosphate dehydrogenase	slr1843	slr1843
purD	slr1159	1920660	1921919	phosphoribosylamine--glycine ligase	purD	slr1159
sll0371	sll0371	2711740	2713305	hypothetical protein	sll0371	sll0371
sll0144	sll0144	2192668	2193390	UMP kinase	sll0144 // frr	sll0144 // sll0145
sll1418	sll1418	1598972	1599538	photosystem II oxygen evolving complex protein PsbP	sll1418	sll1418
slr0971	slr0971	333130	334485	DUF4335 domain-containing protein	slr0971	slr0971
tmk	slr0379	2381041	2381751	dTMP kinase	slr0380 // tmk // slr0378	slr0380 // slr0379 // slr0378
sll1434	sll1434	1904025	1905977	penicillin-binding protein 1A	sll1434	sll1434
psbA	sll1867	1818915	1819997	photosystem II q(b) protein	psbA	sll1867
ST6803t41	ST6803t41	3333014	3333097	tRNA-Leu	ST6803t41	ST6803t41
map	slr0918	2793159	2793920	type I methionyl aminopeptidase	slr0919 // map	slr0919 // slr0918
slr0596	slr0596	3553097	3553918	creatininase family protein	slr0596	slr0596
sll1021	sll1021	393996	396017	flotillin family protein	sll1020 // sll1021	sll1020 // sll1021
slr5102	slr5102	96554	97156	nucleotidyl transferase AbiEii/AbiGii toxin family protein	slr5102 // slr5101	slr5102 // slr5101
SGL_RS16025	SGL_RS16025	3044419	3044655	type II toxin-antitoxin system Phd/YefM family antitoxin	SGL_RS16025 // SGL_RS16020	SGL_RS16025 // SGL_RS16020
sll0735	sll0735	3413078	3414667	glycoside hydrolase family 57 protein	sll0735 // sll0736	sll0735 // sll0736
ssr0336	ssr0336	2754850	2755086	type II toxin-antitoxin system HicB family antitoxin	ssr0336 // SGL_RS14715 // metH	ssr0336 // SGL_RS14715 // slr0212
ssl0461	ssl0461	1515351	1515563	DUF2555 domain-containing protein	ssl0461 // coaBC	ssl0461 // sll0250
pds	slr1254	1397819	1399237	15-cis-phytoene desaturase	slr1255 // pds	slr1255 // slr1254
sll0837	sll0837	1364579	1365463	tetratricopeptide repeat protein	sll0837	sll0837
slr1789	slr1789	250160	251641	hypothetical protein	slr1789	slr1789
slr0360	slr0360	2344152	2345759	NCS2 family permease	slr0362 // slr0361 // slr0360	slr0362 // slr0361 // slr0360
ST6803t42	ST6803t42	3367292	3367365	tRNA-Val	ST6803t42	ST6803t42
radA	slr0448	2100463	2101980	DNA repair protein RadA	radA	slr0448
ssr1375	ssr1375	1684497	1684691	hypothetical protein	ssr1375	ssr1375
sll0005	sll0005	2495493	2497538	AarF/ABC1/UbiB kinase family protein	sll0005	sll0005
fabZ	sll1605	1469847	1470341	3-hydroxyacyl-ACP dehydratase FabZ	fabZ	sll1605
atpI	sll1321	177592	178038	ATP synthase subunit I	atpI	sll1321
slr1187	slr1187	3528265	3529305	hypothetical protein	slr1189 // slr1188 // slr1187	slr1189 // slr1188 // slr1187
mraY	sll0657	3121972	3123069	phospho-N-acetylmuramoyl-pentapeptide- transferase	mraY // ssl1255 // sll0658 // sll0659	sll0657 // ssl1255 // sll0658 // sll0659
slr0180	slr0180	2327013	2328029	IS4-like element IS4Sa family transposase	slr0180	slr0180
slr2015	slr2015	756053	757195	prepilin-type N-terminal cleavage/methylation domain-containing protein	slr2015	slr2015
sll1231	sll1231	1662306	1663505	glycosyltransferase family 4 protein	sll1231 // sll1232	sll1231 // sll1232
slr0236	slr0236	137444	138112	glutathione S-transferase family protein	slr0236 // infB	slr0236 // slr0744
rpoZ	ssl2982	2048144	2048374	DNA-directed RNA polymerase subunit omega	rpoZ // sll1532	ssl2982 // sll1532
sll0853	sll0853	1345117	1345677	phycobiliprotein lyase	sll0853	sll0853
slr1220	slr1220	1019808	1020761	photosystem reaction center subunit H	slr1220	slr1220
sll1258	sll1258	1724597	1725178	dCTP deaminase	sll1258	sll1258
