# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-B" "-C" "-P" "--fracOverlap" "0.5" "-T" "8" "-s" "2" "-a" "all.gff" "-t" "CDS" "-g" "locus_tag" "-o" "ERX3440931_cds.txt" "ERX3440931.bam" 
Geneid	Chr	Start	End	Strand	Length	ERX3440931.bam
BSU_15100	AL009126.3	1576767	1577249	-	483	1650
BSU_15110	AL009126.3	1577409	1578305	+	897	270
BSU_15120	AL009126.3	1578376	1579995	+	1620	522
BSU_15130	AL009126.3	1580121	1580552	+	432	1045
BSU_15140	AL009126.3	1580622	1581557	+	936	1563
BSU_15150	AL009126.3	1581597	1581950	+	354	680
BSU_15160	AL009126.3	1581947	1584097	+	2151	946
BSU_15170	AL009126.3	1584214	1586154	+	1941	2075
BSU_15180	AL009126.3	1586330	1587814	+	1485	124
BSU_15190	AL009126.3	1587926	1588900	+	975	163
BSU_15200	AL009126.3	1588901	1590256	+	1356	1351
BSU_15210	AL009126.3	1590317	1591417	+	1101	1653
BSU_15220	AL009126.3	1591540	1592631	+	1092	581
BSU_15230	AL009126.3	1592663	1593574	+	912	1087
BSU_15240	AL009126.3	1593704	1594495	+	792	181
BSU_15250	AL009126.3	1594492	1595187	+	696	192
BSU_15260	AL009126.3	1595210	1595917	+	708	111
BSU_15270	AL009126.3	1595935	1596300	+	366	24
BSU_15280	AL009126.3	1596474	1597796	+	1323	1541
BSU_15290	AL009126.3	1597832	1598980	+	1149	2914
BSU_15300	AL009126.3	1599283	1603584	+	4302	1273
BSU_15310	AL009126.3	1603779	1604708	+	930	899
BSU_15320	AL009126.3	1604771	1605490	+	720	240
BSU_15330	AL009126.3	1605630	1606412	+	783	8222
BSU_15340	AL009126.3	1606560	1607354	+	795	44
BSU_15350	AL009126.3	1607556	1608836	+	1281	73
BSU_15360	AL009126.3	1608919	1609164	+	246	755
BSU_15370	AL009126.3	1609327	1610163	+	837	1085
BSU_15380	AL009126.3	1610170	1610862	+	693	994
BSU_15390	AL009126.3	1610859	1611314	+	456	825
BSU_15400	AL009126.3	1611321	1611593	+	273	976
BSU_15410	AL009126.3	1611654	1612427	+	774	89
BSU_15420	AL009126.3	1612521	1613015	+	495	145
BSU_15430	AL009126.3	1613357	1616122	+	2766	675
BSU_15440	AL009126.3	1616267	1616641	+	375	143
BSU_15450	AL009126.3	1616744	1617208	+	465	79
BSU_15460	AL009126.3	1617210	1618121	+	912	114
BSU_15470	AL009126.3	1618304	1618849	+	546	51
BSU_15480	AL009126.3	1619023	1620330	+	1308	52
BSU_15490	AL009126.3	1620476	1621390	+	915	2
BSU_15500	AL009126.3	1621374	1622660	+	1287	5
BSU_15510	AL009126.3	1622657	1623751	+	1095	12
BSU_15520	AL009126.3	1623736	1626951	+	3216	32
BSU_15530	AL009126.3	1626948	1627718	+	771	22
BSU_15540	AL009126.3	1627718	1628653	+	936	3
BSU_15550	AL009126.3	1628622	1629341	+	720	4
BSU_15560	AL009126.3	1629320	1629970	+	651	13
BSU_15570	AL009126.3	1630382	1631083	+	702	250
BSU_15580	AL009126.3	1631095	1632159	+	1065	199
BSU_15590	AL009126.3	1632208	1633356	+	1149	58
BSU_15600	AL009126.3	1633369	1633962	+	594	31
BSU_15610	AL009126.3	1634061	1634834	+	774	150
BSU_15620	AL009126.3	1634837	1635622	+	786	319
BSU_15630	AL009126.3	1635603	1636091	+	489	152
BSU_15640	AL009126.3	1636131	1637849	-	1719	178
BSU_15650	AL009126.3	1637965	1640637	+	2673	2136
BSU_15660	AL009126.3	1640720	1641595	+	876	252
BSU_15670	AL009126.3	1641672	1641941	+	270	291
BSU_15680	AL009126.3	1641949	1642563	+	615	744
BSU_15690	AL009126.3	1642567	1642770	+	204	195
BSU_15700	AL009126.3	1642851	1644071	+	1221	163
BSU_15710	AL009126.3	1644068	1646485	+	2418	686
BSU_15720	AL009126.3	1646512	1646994	+	483	116
BSU_15730	AL009126.3	1646999	1647952	+	954	384
BSU_15740	AL009126.3	1647939	1649282	+	1344	750
BSU_15750	AL009126.3	1649286	1650377	+	1092	668
BSU_15760	AL009126.3	1650384	1651148	+	765	641
BSU_15770	AL009126.3	1651142	1653088	+	1947	736
BSU_15780	AL009126.3	1653103	1653999	+	897	299
BSU_15790	AL009126.3	1654004	1654657	+	654	133
BSU_15800	AL009126.3	1654730	1655374	+	645	2322
BSU_15810	AL009126.3	1655446	1655526	+	81	155
BSU_15820	AL009126.3	1655599	1655787	-	189	172
BSU_15830	AL009126.3	1656064	1656426	+	363	227
BSU_15840	AL009126.3	1656442	1658103	+	1662	683
BSU_15850	AL009126.3	1658242	1658904	+	663	426
BSU_15860	AL009126.3	1658930	1659832	+	903	680
BSU_15870	AL009126.3	1659810	1661858	+	2049	468
BSU_15880	AL009126.3	1661967	1662533	+	567	379
BSU_15890	AL009126.3	1662547	1663548	+	1002	240
BSU_15900	AL009126.3	1663567	1664520	+	954	190
BSU_15910	AL009126.3	1664513	1665253	+	741	270
BSU_15920	AL009126.3	1665337	1665570	+	234	104
BSU_15930	AL009126.3	1665710	1666459	+	750	100
BSU_15940	AL009126.3	1666560	1670120	+	3561	221
BSU_15950	AL009126.3	1670140	1671129	+	990	159
BSU_15960	AL009126.3	1671166	1671651	-	486	246
BSU_15970	AL009126.3	1671828	1672160	+	333	66
BSU_15980	AL009126.3	1672174	1673514	+	1341	361
BSU_15990	AL009126.3	1673620	1673892	+	273	40
BSU_16000	AL009126.3	1673892	1674137	+	246	32
BSU_16010	AL009126.3	1674259	1674645	+	387	31
BSU_16020	AL009126.3	1674650	1675174	+	525	77
BSU_16030	AL009126.3	1675171	1675902	+	732	109
BSU_16040	AL009126.3	1676042	1676389	+	348	1656
BSU_16050	AL009126.3	1676532	1677380	+	849	230
BSU_16060	AL009126.3	1677451	1678218	+	768	52
BSU_16070	AL009126.3	1678250	1679980	+	1731	103
BSU_16080	AL009126.3	1679977	1680258	+	282	12
BSU_16090	AL009126.3	1680431	1681588	+	1158	1190
BSU_16100	AL009126.3	1681617	1682519	+	903	521
BSU_16110	AL009126.3	1682580	1683473	+	894	236
BSU_16120	AL009126.3	1683661	1685736	+	2076	663
BSU_16130	AL009126.3	1685812	1687119	+	1308	343
BSU_16140	AL009126.3	1687187	1688101	+	915	386
BSU_16150	AL009126.3	1688114	1688659	+	546	424
BSU_16160	AL009126.3	1688676	1690079	+	1404	1339
BSU_16170	AL009126.3	1690119	1690898	+	780	1704
BSU_16180	AL009126.3	1691278	1691667	+	390	102
BSU_16190	AL009126.3	1691667	1692119	+	453	71
BSU_16200	AL009126.3	1692130	1692450	+	321	118
BSU_16210	AL009126.3	1692496	1694106	+	1611	130
BSU_16220	AL009126.3	1694119	1695135	+	1017	92
BSU_16230	AL009126.3	1695254	1695880	+	627	21
BSU_16240	AL009126.3	1695877	1697193	+	1317	97
BSU_16250	AL009126.3	1697196	1697639	+	444	26
BSU_16260	AL009126.3	1697651	1698265	+	615	31
BSU_16270	AL009126.3	1698278	1699741	+	1464	100
BSU_16280	AL009126.3	1699738	1700160	+	423	118
BSU_16290	AL009126.3	1700182	1700976	+	795	207
BSU_16299	AL009126.3	1701016	1701231	+	216	7
BSU_16300	AL009126.3	1701228	1701650	+	423	20
BSU_16310	AL009126.3	1701684	1702682	+	999	36
BSU_16320	AL009126.3	1702672	1703808	+	1137	24
BSU_16330	AL009126.3	1703834	1704196	+	363	9
BSU_16340	AL009126.3	1704211	1704870	+	660	19
BSU_16350	AL009126.3	1704863	1705528	+	666	10
BSU_16360	AL009126.3	1705543	1705812	+	270	11
BSU_16370	AL009126.3	1705820	1706599	+	780	9
BSU_16380	AL009126.3	1706599	1707681	+	1083	20
BSU_16390	AL009126.3	1707714	1709747	+	2034	36
BSU_16400	AL009126.3	1709747	1710847	+	1101	34
BSU_16410	AL009126.3	1710838	1711734	+	897	21
BSU_16420	AL009126.3	1711736	1712809	+	1074	28
BSU_16430	AL009126.3	1712815	1714833	+	2019	49
BSU_16440	AL009126.3	1714855	1715325	+	471	8
BSU_16450	AL009126.3	1715344	1715973	+	630	24
BSU_16460	AL009126.3	1715970	1716470	+	501	19
BSU_16470	AL009126.3	1716493	1717257	+	765	20
BSU_16480	AL009126.3	1717286	1717789	+	504	367
BSU_16490	AL009126.3	1717933	1718673	+	741	1395
BSU_16500	AL009126.3	1718775	1719656	+	882	925
BSU_16510	AL009126.3	1719802	1720524	+	723	648
BSU_16520	AL009126.3	1720526	1721083	+	558	188
BSU_16530	AL009126.3	1721214	1721996	+	783	584
BSU_16540	AL009126.3	1722000	1722809	+	810	240
BSU_16550	AL009126.3	1722871	1724022	+	1152	1376
BSU_16560	AL009126.3	1724029	1725297	+	1269	2768
BSU_16570	AL009126.3	1725330	1727024	+	1695	1209
BSU_16580	AL009126.3	1727133	1731446	+	4314	652
BSU_16590	AL009126.3	1731776	1732246	+	471	1585
BSU_16600	AL009126.3	1732281	1733396	+	1116	1256
BSU_16610	AL009126.3	1733410	1733685	+	276	166
BSU_16620	AL009126.3	1733687	1733989	+	303	125
BSU_16630	AL009126.3	1734009	1736159	+	2151	1732
BSU_16640	AL009126.3	1736156	1736434	+	279	616
BSU_16650	AL009126.3	1736451	1736804	+	354	273
BSU_16660	AL009126.3	1736886	1737815	+	930	106
BSU_16670	AL009126.3	1737834	1738784	+	951	101
BSU_16680	AL009126.3	1738941	1739210	+	270	917
BSU_16690	AL009126.3	1739383	1741500	+	2118	1711
BSU_16700	AL009126.3	1741618	1742577	+	960	374
BSU_16710	AL009126.3	1742617	1743846	+	1230	421
BSU_16720	AL009126.3	1743924	1744181	+	258	453
BSU_16730	AL009126.3	1744367	1745260	+	894	203
BSU_16740	AL009126.3	1745263	1745865	+	603	122
BSU_16750	AL009126.3	1745991	1747031	+	1041	928
BSU_16760	AL009126.3	1747123	1748337	+	1215	312
BSU_16770	AL009126.3	1748368	1749240	+	873	576
BSU_16780	AL009126.3	1749418	1751085	+	1668	989
BSU_16790	AL009126.3	1751201	1751938	+	738	880
BSU_16799	AL009126.3	1751935	1752147	+	213	335
BSU_16800	AL009126.3	1752278	1754641	+	2364	490
BSU_16810	AL009126.3	1754785	1755510	+	726	335
BSU_16825	AL009126.3	1755649	1756857	+	1209	729
BSU_16845	AL009126.3	1757037	1758317	+	1281	2554
BSU_16860	AL009126.3	1758314	1759600	+	1287	4070
BSU_16870	AL009126.3	1759655	1760383	+	729	19
BSU_16880	AL009126.3	1760464	1760721	+	258	6081
BSU_16890	AL009126.3	1760851	1761303	+	453	166
BSU_16900	AL009126.3	1761302	1761640	+	339	162
BSU_16910	AL009126.3	1761707	1762573	+	867	343
BSU_16920	AL009126.3	1762623	1763204	+	582	62
BSU_16930	AL009126.3	1763222	1764472	+	1251	237
BSU_16940	AL009126.3	1764645	1765691	+	1047	493
BSU_16950	AL009126.3	1765859	1767034	+	1176	257
BSU_16960	AL009126.3	1767310	1768872	+	1563	5463
BSU_16970	AL009126.3	1768941	1769735	+	795	142
BSU_16980	AL009126.3	1769935	1770195	+	261	4320
BSU_16990	AL009126.3	1770461	1771504	+	1044	539
BSU_17000	AL009126.3	1771517	1772695	+	1179	481
BSU_17010	AL009126.3	1772843	1774372	+	1530	851
BSU_17020	AL009126.3	1774374	1774805	+	432	1129
BSU_17030	AL009126.3	1775067	1775612	+	546	12353
BSU_17040	AL009126.3	1775745	1778321	+	2577	203
BSU_17050	AL009126.3	1778337	1780220	+	1884	84
BSU_17060	AL009126.3	1780618	1781073	-	456	8
BSU_17070	AL009126.3	1781228	1781785	-	558	67
BSU_17080	AL009126.3	1781906	1782523	+	618	86
BSU_17090	AL009126.3	1782713	1783390	+	678	33
BSU_17099	AL009126.3	1783500	1783766	+	267	10
BSU_17100	AL009126.3	1783763	1784629	+	867	100
BSU_17110	AL009126.3	1785133	1786107	+	975	46
BSU_17120	AL009126.3	1786104	1788407	+	2304	60
BSU_17130	AL009126.3	1788469	1788717	+	249	20
BSU_17140	AL009126.3	1788695	1789942	+	1248	54
BSU_17150	AL009126.3	1789943	1791205	+	1263	32
BSU_17160	AL009126.3	1791193	1791972	+	780	8
BSU_17170	AL009126.3	1792012	1792761	+	750	7
BSU_17180	AL009126.3	1792806	1807937	+	15132	210
BSU_17190	AL009126.3	1807921	1821537	+	13617	225
BSU_17200	AL009126.3	1821553	1834341	+	12789	180
BSU_17210	AL009126.3	1834409	1850875	+	16467	618
BSU_17220	AL009126.3	1850890	1858521	+	7632	576
BSU_17230	AL009126.3	1858566	1859783	-	1218	73
BSU_17240	AL009126.3	1860014	1860370	-	357	132
BSU_17250	AL009126.3	1860449	1861273	-	825	20
BSU_17260	AL009126.3	1861384	1862712	-	1329	51
BSU_17266	AL009126.3	1862937	1862993	+	57	2
BSU_17267	AL009126.3	1862992	1863168	+	177	35
BSU_17270	AL009126.3	1863448	1864155	+	708	124
BSU_17280	AL009126.3	1864225	1864677	+	453	93
BSU_17290	AL009126.3	1864691	1865044	-	354	9
BSU_17300	AL009126.3	1865058	1865375	-	318	2
BSU_17310	AL009126.3	1865512	1865787	-	276	19
BSU_17320	AL009126.3	1865876	1866289	+	414	663
BSU_17330	AL009126.3	1866389	1867333	+	945	446
BSU_17340	AL009126.3	1867373	1867594	+	222	455
BSU_17350	AL009126.3	1867790	1868062	+	273	190
BSU_17360	AL009126.3	1868144	1868374	+	231	135
BSU_17370	AL009126.3	1868617	1869009	+	393	26
BSU_17380	AL009126.3	1868969	1871071	+	2103	138
BSU_17390	AL009126.3	1871089	1872078	+	990	69
BSU_17400	AL009126.3	1872128	1872748	+	621	28
BSU_17410	AL009126.3	1872812	1873579	-	768	29
BSU_17420	AL009126.3	1874203	1875171	+	969	3319
BSU_17430	AL009126.3	1875304	1876566	+	1263	574
BSU_17440	AL009126.3	1876584	1877849	+	1266	265
BSU_17450	AL009126.3	1877959	1878366	+	408	124
BSU_17460	AL009126.3	1878425	1879759	+	1335	574
BSU_17470	AL009126.3	1880087	1880377	+	291	11
BSU_17480	AL009126.3	1880623	1880967	+	345	59
BSU_17490	AL009126.3	1881098	1881349	+	252	18
BSU_17500	AL009126.3	1881536	1881970	+	435	74
BSU_17510	AL009126.3	1882040	1882831	+	792	116
BSU_17520	AL009126.3	1883166	1883678	+	513	12
BSU_17530	AL009126.3	1884238	1884879	+	642	28
BSU_17540	AL009126.3	1884968	1885321	+	354	5
BSU_17550	AL009126.3	1885365	1885640	+	276	9
BSU_17559	AL009126.3	1885753	1885917	+	165	3
BSU_17560	AL009126.3	1886057	1886527	+	471	10
BSU_17570	AL009126.3	1887352	1888743	+	1392	54
BSU_17580	AL009126.3	1888774	1890375	+	1602	133
BSU_17590	AL009126.3	1890512	1891666	-	1155	92
BSU_17600	AL009126.3	1891908	1893245	+	1338	106
BSU_17610	AL009126.3	1893396	1894895	+	1500	90
BSU_17620	AL009126.3	1895378	1896013	-	636	12
BSU_17630	AL009126.3	1896424	1897839	+	1416	273
BSU_17640	AL009126.3	1897941	1899125	-	1185	1003
BSU_17650	AL009126.3	1899589	1900050	+	462	26
BSU_17660	AL009126.3	1900080	1900514	+	435	16
BSU_17670	AL009126.3	1901117	1901377	-	261	1
BSU_17678	AL009126.3	1901612	1901737	+	126	4
BSU_17679	AL009126.3	1901781	1901945	+	165	1
BSU_17680	AL009126.3	1902219	1903058	+	840	79
BSU_17689	AL009126.3	1903181	1903468	-	288	0
BSU_17690	AL009126.3	1903511	1904233	-	723	572
BSU_17699	AL009126.3	1904393	1904749	-	357	7
BSU_17700	AL009126.3	1904995	1905195	-	201	1
BSU_17710	AL009126.3	1905370	1905558	-	189	199
BSU_17715	AL009126.3	1905637	1905774	+	138	3
BSU_17720	AL009126.3	1905809	1906207	+	399	666
BSU_17730	AL009126.3	1906272	1906706	-	435	264
BSU_17740	AL009126.3	1907013	1907201	+	189	62
BSU_17750	AL009126.3	1907494	1909056	+	1563	310
BSU_17760	AL009126.3	1909086	1910177	+	1092	93
BSU_17770	AL009126.3	1910167	1911381	+	1215	225
BSU_17780	AL009126.3	1911528	1912334	+	807	10
BSU_17790	AL009126.3	1912339	1912956	+	618	13
BSU_17800	AL009126.3	1912953	1914593	+	1641	24
BSU_17810	AL009126.3	1914630	1914995	+	366	41
BSU_17820	AL009126.3	1915221	1915979	+	759	205
BSU_17830	AL009126.3	1916006	1916545	-	540	94
BSU_17840	AL009126.3	1916663	1917097	+	435	82
BSU_17845	AL009126.3	1916955	1917302	+	348	45
BSU_17850	AL009126.3	1917639	1918256	-	618	225
BSU_17860	AL009126.3	1918406	1918723	+	318	13
BSU_17870	AL009126.3	1918742	1919395	+	654	48
BSU_17880	AL009126.3	1919459	1919692	+	234	19
BSU_17890	AL009126.3	1919861	1921864	+	2004	739
BSU_17900	AL009126.3	1922017	1922463	+	447	313
BSU_17910	AL009126.3	1922549	1922767	+	219	148
BSU_17920	AL009126.3	1922841	1923014	-	174	81
BSU_17930	AL009126.3	1923234	1923941	+	708	278
BSU_17940	AL009126.3	1924030	1924392	+	363	62
BSU_17950	AL009126.3	1924471	1924962	+	492	180
BSU_17960	AL009126.3	1924993	1925421	-	429	138
BSU_17970	AL009126.3	1925655	1926047	-	393	104
BSU_17980	AL009126.3	1926128	1926274	-	147	135
BSU_17990	AL009126.3	1926306	1926452	-	147	53
BSU_18000	AL009126.3	1926680	1929409	+	2730	698
BSU_18010	AL009126.3	1929481	1929993	+	513	33
BSU_18019	AL009126.3	1930074	1930199	+	126	50
BSU_18020	AL009126.3	1930264	1930410	+	147	357
BSU_18030	AL009126.3	1930447	1930698	+	252	297
BSU_18040	AL009126.3	1930834	1931199	+	366	61
BSU_18050	AL009126.3	1931215	1931514	+	300	25
BSU_18060	AL009126.3	1931545	1931832	-	288	94
BSU_18070	AL009126.3	1931920	1932501	-	582	189
BSU_18080	AL009126.3	1932671	1933078	+	408	666
BSU_18090	AL009126.3	1933477	1935444	+	1968	376
BSU_18100	AL009126.3	1935448	1937868	+	2421	667
BSU_18109	AL009126.3	1937915	1938091	-	177	932
BSU_18110	AL009126.3	1938066	1938476	-	411	869
BSU_18120	AL009126.3	1938925	1940322	+	1398	76
BSU_18130	AL009126.3	1940625	1942124	+	1500	282
BSU_18140	AL009126.3	1942192	1942455	+	264	49
BSU_18150	AL009126.3	1942714	1943982	-	1269	166
BSU_18160	AL009126.3	1944113	1945654	-	1542	170
BSU_18170	AL009126.3	1946249	1946695	+	447	0
BSU_18180	AL009126.3	1946702	1947595	+	894	44
BSU_18190	AL009126.3	1947668	1948264	+	597	105
BSU_18200	AL009126.3	1948313	1949512	-	1200	342
BSU_18210	AL009126.3	1949682	1951217	-	1536	3755
BSU_18220	AL009126.3	1951228	1952010	-	783	2497
BSU_18230	AL009126.3	1952031	1952930	-	900	2181
BSU_18239	AL009126.3	1952945	1953166	-	222	539
BSU_18240	AL009126.3	1953181	1954515	-	1335	3876
BSU_18250	AL009126.3	1954525	1956174	-	1650	6264
BSU_18260	AL009126.3	1956218	1957360	-	1143	3162
BSU_18270	AL009126.3	1957451	1957756	-	306	8
BSU_18275	AL009126.3	1957746	1957919	-	174	0
BSU_18280	AL009126.3	1958027	1959559	-	1533	77
BSU_18290	AL009126.3	1959695	1960087	-	393	61
BSU_18300	AL009126.3	1960198	1964037	-	3840	82
BSU_18310	AL009126.3	1964045	1974856	-	10812	172
BSU_18320	AL009126.3	1974881	1982548	-	7668	181
BSU_18330	AL009126.3	1982565	1990247	-	7683	161
BSU_18340	AL009126.3	1990272	1997957	-	7686	230
BSU_18350	AL009126.3	1998340	1999815	-	1476	1930
BSU_18360	AL009126.3	1999849	2000826	-	978	1298
BSU_18370	AL009126.3	2000960	2002351	-	1392	314
BSU_18380	AL009126.3	2002637	2003182	+	546	3328
BSU_18390	AL009126.3	2003401	2003946	-	546	30
BSU_18400	AL009126.3	2004262	2004492	-	231	32
BSU_18410	AL009126.3	2004677	2006440	+	1764	681
BSU_18420	AL009126.3	2006541	2007398	-	858	65
BSU_18430	AL009126.3	2007526	2008515	+	990	49
BSU_18440	AL009126.3	2008572	2010053	-	1482	1139
BSU_18450	AL009126.3	2010070	2014632	-	4563	1512
BSU_18460	AL009126.3	2014779	2015681	+	903	114
BSU_18470	AL009126.3	2015733	2016848	-	1116	674
BSU_18480	AL009126.3	2016845	2017738	-	894	1159
BSU_18490	AL009126.3	2017886	2018254	-	369	27
BSU_18500	AL009126.3	2018554	2019270	-	717	85
BSU_18510	AL009126.3	2019421	2019726	+	306	22
BSU_18520	AL009126.3	2019797	2020567	+	771	83
BSU_18530	AL009126.3	2020611	2021144	+	534	103
BSU_18540	AL009126.3	2021223	2022467	-	1245	11
BSU_18550	AL009126.3	2022561	2024024	-	1464	21
BSU_18560	AL009126.3	2024042	2025076	-	1035	5
BSU_18570	AL009126.3	2025400	2027442	+	2043	220
BSU_18580	AL009126.3	2027509	2027802	+	294	435
BSU_18590	AL009126.3	2028175	2028579	-	405	23
BSU_18595	AL009126.3	2028665	2028784	-	120	3
BSU_18596	AL009126.3	2028854	2028976	+	123	381
BSU_18600	AL009126.3	2029020	2029313	+	294	1096
BSU_18610	AL009126.3	2029429	2031114	-	1686	77
BSU_18620	AL009126.3	2031439	2032890	+	1452	114
BSU_18630	AL009126.3	2032927	2033625	-	699	25
BSU_18640	AL009126.3	2033895	2034572	-	678	48
BSU_18650	AL009126.3	2034745	2035782	+	1038	32
BSU_18660	AL009126.3	2036039	2036722	+	684	105
BSU_18669	AL009126.3	2037063	2037368	-	306	8
BSU_18670	AL009126.3	2037601	2038779	-	1179	120
BSU_18680	AL009126.3	2038902	2039390	-	489	23
BSU_18689	AL009126.3	2039415	2039570	-	156	4
BSU_18690	AL009126.3	2039610	2040365	-	756	35
BSU_18700	AL009126.3	2040673	2041029	+	357	108
BSU_18709	AL009126.3	2040988	2041227	-	240	32
BSU_18710	AL009126.3	2041330	2041827	-	498	321
BSU_18720	AL009126.3	2041928	2042839	-	912	277
BSU_18730	AL009126.3	2043186	2043668	+	483	16
BSU_18740	AL009126.3	2043678	2043932	+	255	46
BSU_18750	AL009126.3	2044038	2044832	+	795	44
BSU_18760	AL009126.3	2044956	2045828	-	873	119
BSU_18770	AL009126.3	2045929	2046807	+	879	27
BSU_18780	AL009126.3	2046980	2047411	-	432	576
BSU_18790	AL009126.3	2047675	2048307	-	633	190
BSU_18800	AL009126.3	2048533	2049453	+	921	47
BSU_18810	AL009126.3	2049950	2050312	-	363	39
BSU_18819	AL009126.3	2050373	2050585	-	213	11
BSU_18820	AL009126.3	2050689	2050952	+	264	29
BSU_18830	AL009126.3	2051329	2053929	-	2601	2108
BSU_18840	AL009126.3	2054599	2055240	-	642	37
BSU_18849	AL009126.3	2055868	2056107	-	240	3
BSU_18850	AL009126.3	2056278	2056616	+	339	37
BSU_18860	AL009126.3	2056650	2057006	-	357	3
BSU_18870	AL009126.3	2057214	2057579	+	366	12
BSU_18880	AL009126.3	2057801	2058460	+	660	100
BSU_18890	AL009126.3	2058715	2059638	-	924	257
BSU_18898	AL009126.3	2059691	2059864	-	174	14
BSU_18899	AL009126.3	2060009	2060233	+	225	2
BSU_18900	AL009126.3	2060237	2060692	-	456	8
BSU_18908	AL009126.3	2060817	2061077	+	261	92
BSU_18909	AL009126.3	2061855	2061995	+	141	11
BSU_18910	AL009126.3	2062150	2063265	+	1116	546
BSU_18920	AL009126.3	2063262	2063384	+	123	198
BSU_18930	AL009126.3	2063510	2064163	-	654	13
BSU_18940	AL009126.3	2064200	2064547	-	348	1
BSU_18950	AL009126.3	2064540	2064833	-	294	0
BSU_18960	AL009126.3	2065042	2065377	+	336	40
BSU_18970	AL009126.3	2065424	2069029	-	3606	151
BSU_18979	AL009126.3	2069262	2069561	-	300	16
BSU_18978	AL009126.3	2069883	2069975	+	93	73
BSU_18980	AL009126.3	2070244	2071086	-	843	110
BSU_18990	AL009126.3	2071286	2071744	-	459	25
BSU_19000	AL009126.3	2071754	2073556	-	1803	46
BSU_19010	AL009126.3	2073658	2074215	-	558	25
BSU_19020	AL009126.3	2074343	2075779	+	1437	289
BSU_19030	AL009126.3	2076206	2078626	+	2421	5906
BSU_19040	AL009126.3	2079214	2079546	-	333	23
BSU_19050	AL009126.3	2079611	2080336	-	726	71
BSU_19060	AL009126.3	2080351	2081094	-	744	133
BSU_19070	AL009126.3	2081172	2081747	-	576	32
BSU_19080	AL009126.3	2081753	2082454	-	702	9
BSU_19090	AL009126.3	2082531	2083013	-	483	30
BSU_19100	AL009126.3	2083067	2084008	-	942	72
BSU_19110	AL009126.3	2084214	2084759	+	546	301
BSU_19120	AL009126.3	2084786	2085109	-	324	33
BSU_19130	AL009126.3	2085303	2085980	+	678	276
BSU_19140	AL009126.3	2086070	2086606	-	537	67
BSU_19150	AL009126.3	2086743	2087525	-	783	221
BSU_19160	AL009126.3	2087696	2088193	+	498	7
BSU_19170	AL009126.3	2088257	2089234	+	978	184
BSU_19180	AL009126.3	2089396	2090454	+	1059	626
BSU_19190	AL009126.3	2090574	2091686	+	1113	55
BSU_19200	AL009126.3	2091705	2092304	+	600	27
BSU_19210	AL009126.3	2092899	2093762	-	864	117
BSU_19220	AL009126.3	2094010	2095785	-	1776	104
BSU_19230	AL009126.3	2096350	2096976	-	627	73
BSU_19240	AL009126.3	2097126	2097617	-	492	446
BSU_19250	AL009126.3	2097692	2098024	-	333	102
BSU_19259	AL009126.3	2098102	2098329	+	228	153
BSU_19260	AL009126.3	2098316	2098792	-	477	355
BSU_19270	AL009126.3	2098859	2099122	+	264	2342
BSU_19280	AL009126.3	2099127	2099360	+	234	2801
BSU_19290	AL009126.3	2099446	2099790	-	345	387
BSU_19300	AL009126.3	2100147	2100350	-	204	121
BSU_19310	AL009126.3	2100580	2102067	+	1488	9633
BSU_19320	AL009126.3	2102168	2104066	+	1899	2484
BSU_19330	AL009126.3	2104056	2104901	+	846	1431
BSU_19340	AL009126.3	2104934	2106271	-	1338	41
BSU_19350	AL009126.3	2106490	2107455	+	966	277
BSU_19360	AL009126.3	2107505	2108758	-	1254	1316
BSU_19370	AL009126.3	2108774	2111608	-	2835	4062
BSU_19380	AL009126.3	2111837	2113753	-	1917	760
BSU_19390	AL009126.3	2113764	2114678	-	915	250
BSU_19400	AL009126.3	2114742	2115332	-	591	1001
BSU_19410	AL009126.3	2115425	2116669	-	1245	214
BSU_19420	AL009126.3	2117051	2118268	-	1218	102
BSU_19430	AL009126.3	2118504	2119127	-	624	402
BSU_19440	AL009126.3	2119393	2120751	+	1359	99
BSU_19450	AL009126.3	2120767	2121615	+	849	26
BSU_19460	AL009126.3	2121641	2122306	-	666	73
BSU_19470	AL009126.3	2122325	2122675	-	351	73
BSU_19479	AL009126.3	2122672	2122950	-	279	108
BSU_19480	AL009126.3	2123026	2123922	-	897	15
BSU_19490	AL009126.3	2124021	2124494	+	474	54
BSU_19510	AL009126.3	2124529	2124765	-	237	9
BSU_19520	AL009126.3	2124850	2126184	-	1335	20
BSU_19530	AL009126.3	2126549	2126938	+	390	9
BSU_19540	AL009126.3	2127345	2127683	-	339	55
BSU_19550	AL009126.3	2127813	2128421	+	609	168
